catalog,well,plate,letter,number,primer_f,primer_r,thermocycler,band,date,flag,notes,primers,evaporated,
CASENT9130774,E1,P8 diluted 1:10,E,1,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131109,F1,P8 diluted 1:10,F,1,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131395,G1,P8 diluted 1:10,G,1,LCO,CFMRb,5 - Pitohui,y,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9130854,H1,P8 diluted 1:10,H,1,LCO,CFMRb,5 - Pitohui,n,8/22/2023,y,no DNA,LCO/Rb,,
CASENT9130828,A2,P8 diluted 1:10,A,2,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130816,B2,P8 diluted 1:10,B,2,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130842,C2,P8 diluted 1:10,C,2,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT913112,D2,P8 diluted 1:10,D,2,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9131173,E2,P8 diluted 1:10,E,2,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130802,F2,P8 diluted 1:10,F,2,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130531,G2,P8 diluted 1:10,G,2,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131328,H2,P8 diluted 1:10,H,2,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130682,A3,P8 diluted 1:10,A,3,LCO,CFMRb,5 - Pitohui,n,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9131184,B3,P8 diluted 1:10,B,3,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130962,C3,P8 diluted 1:10,C,3,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130757,D3,P8 diluted 1:10,D,3,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130660,E3,P8 diluted 1:10,E,3,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130765,F3,P8 diluted 1:10,F,3,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130501,G3,P8 diluted 1:10,G,3,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130960,H3,P8 diluted 1:10,H,3,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130829,A4,P8 diluted 1:10,A,4,LCO,CFMRb,5 - Pitohui,n,8/22/2023,y,8/23/23 noticed no DNA; no primer dimer,LCO/Rb,,
CASENT9130944,B4,P8 diluted 1:10,B,4,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130844,C4,P8 diluted 1:10,C,4,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130518,D4,P8 diluted 1:10,D,4,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131355,E4,P8 diluted 1:10,E,4,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130805,F4,P8 diluted 1:10,F,4,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131431,G4,P8 diluted 1:10,G,4,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130561,H4,P8 diluted 1:10,H,4,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130905,A5,P8 diluted 1:10,A,5,LCO,CFMRb,5 - Pitohui,n,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9130847,B5,P8 diluted 1:10,B,5,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130574,C5,P8 diluted 1:10,C,5,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130629,D5,P8 diluted 1:10,D,5,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130668,E5,P8 diluted 1:10,E,5,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130521,F5,P8 diluted 1:10,F,5,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9131239,G5,P8 diluted 1:10,G,5,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131343,H5,P8 diluted 1:10,H,5,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130902,A6,P8 diluted 1:10,A,6,LCO,CFMRb,5 - Pitohui,y,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9130752,B6,P8 diluted 1:10,B,6,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130773,C6,P8 diluted 1:10,C,6,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130880,D6,P8 diluted 1:10,D,6,LCO,CFMRb,5 - Pitohui,y,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9130142,E6,P8 diluted 1:10,E,6,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130551,F6,P8 diluted 1:10,F,6,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130536,G6,P8 diluted 1:10,G,6,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130797,H6,P8 diluted 1:10,H,6,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130941,A7,P8 diluted 1:10,A,7,LCO,CFMRb,5 - Pitohui,n,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9130672,B7,P8 diluted 1:10,B,7,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9131434,C7,P8 diluted 1:10,C,7,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130599,D7,P8 diluted 1:10,D,7,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130508,E7,P8 diluted 1:10,E,7,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130604,F7,P8 diluted 1:10,F,7,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130493,G7,P8 diluted 1:10,G,7,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130932,H7,P8 diluted 1:10,H,7,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130841,A8,P8 diluted 1:10,A,8,LCO,CFMRb,5 - Pitohui,y,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9130490,B8,P8 diluted 1:10,B,8,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130951,C8,P8 diluted 1:10,C,8,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9131397,D8,P8 diluted 1:10,D,8,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130983,E8,P8 diluted 1:10,E,8,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130633,F8,P8 diluted 1:10,F,8,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130491,G8,P8 diluted 1:10,G,8,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130665,H8,P8 diluted 1:10,H,8,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130669,A9,P8 diluted 1:10,A,9,LCO,CFMRb,5 - Pitohui,y,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9130487,B9,P8 diluted 1:10,B,9,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130505,C9,P8 diluted 1:10,C,9,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9131182,D9,P8 diluted 1:10,D,9,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130883,E9,P8 diluted 1:10,E,9,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130631,F9,P8 diluted 1:10,F,9,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130940,G9,P8 diluted 1:10,G,9,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130876,H9,P8 diluted 1:10,H,9,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131300,A10,P8 diluted 1:10,A,10,LCO,CFMRb,5 - Pitohui,n,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9131398,B10,P8 diluted 1:10,B,10,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130703,C10,P8 diluted 1:10,C,10,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130955,D10,P8 diluted 1:10,D,10,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130640,E10,P8 diluted 1:10,E,10,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131312,F10,P8 diluted 1:10,F,10,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130355,G10,P8 diluted 1:10,G,10,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130758,H10,P8 diluted 1:10,H,10,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130658,A11,P8 diluted 1:10,A,11,LCO,CFMRb,5 - Pitohui,y,8/22/2023,y,8/23/23 noticed no DNA,LCO/Rb,,
CASENT9130635,B11,P8 diluted 1:10,B,11,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130204,C11,P8 diluted 1:10,C,11,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9131441,D11,P8 diluted 1:10,D,11,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9131167,E11,P8 diluted 1:10,E,11,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131262,F11,P8 diluted 1:10,F,11,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130946,G11,P8 diluted 1:10,G,11,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130796,H11,P8 diluted 1:10,H,11,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9131216,A12,P8 diluted 1:10,A,12,LCO,CFMRb,5 - Pitohui,y,8/22/2023,y,no DNA,LCO/Rb,,
CASENT9131390,B12,P8 diluted 1:10,B,12,LCO,CFMRb,5 - Pitohui,n,8/22/2023,y,,LCO/Rb,,
CASENT9130861,C12,P8 diluted 1:10,C,12,LCO,CFMRb,5 - Pitohui,n,8/22/2023,n,,LCO/Rb,,
CASENT9130779,D12,P8 diluted 1:10,D,12,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130719,E12,P8 diluted 1:10,E,12,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130206,F12,P8 diluted 1:10,F,12,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
,G12,P8 diluted 1:10,G,12,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
,H12,P8 diluted 1:10,H,12,LCO,CFMRb,5 - Pitohui,y,8/22/2023,n,,LCO/Rb,,
CASENT9130526,A1,P9,A,1,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130615,B1,P9,B,1,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130601,C1,P9,C,1,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130522,D1,P9,D,1,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130714,E1,P9,E,1,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131405,F1,P9,F,1,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130725,G1,P9,G,1,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130782,H1,P9,H,1,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131440,A2,P9,A,2,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130930,B2,P9,B,2,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130814,C2,P9,C,2,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131349,D2,P9,D,2,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130541,E2,P9,E,2,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130896,F2,P9,F,2,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130704,G2,P9,G,2,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130555,H2,P9,H,2,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130744,A3,P9,A,3,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130305,B3,P9,B,3,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131002,C3,P9,C,3,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130900,D3,P9,D,3,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130563,E3,P9,E,3,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130913,F3,P9,F,3,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130925,G3,P9,G,3,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131151,H3,P9,H,3,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131426,A4,P9,A,4,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131430,B4,P9,B,4,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130864,C4,P9,C,4,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130812,D4,P9,D,4,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130916,E4,P9,E,4,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131048,F4,P9,F,4,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130280,G4,P9,G,4,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130025,H4,P9,H,4,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130717,A5,P9,A,5,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130723,B5,P9,B,5,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130914,C5,P9,C,5,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131006,D5,P9,D,5,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130820,E5,P9,E,5,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130795,F5,P9,F,5,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131270,G5,P9,G,5,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131342,H5,P9,H,5,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130537,A6,P9,A,6,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130928,B6,P9,B,6,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130655,C6,P9,C,6,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130823,D6,P9,D,6,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130935,E6,P9,E,6,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131427,F6,P9,F,6,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131121,G6,P9,G,6,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131324,H6,P9,H,6,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130626,A7,P9,A,7,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130483,B7,P9,B,7,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131142,C7,P9,C,7,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131232,D7,P9,D,7,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130706,E7,P9,E,7,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131266,F7,P9,F,7,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131041,G7,P9,G,7,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131229,H7,P9,H,7,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131214,A8,P9,A,8,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130642,B8,P9,B,8,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130712,C8,P9,C,8,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130780,D8,P9,D,8,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130898,E8,P9,E,8,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130652,F8,P9,F,8,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131392,G8,P9,G,8,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130512,H8,P9,H,8,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130079,A9,P9,A,9,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130173,B9,P9,B,9,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130253,C9,P9,C,9,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130062,D9,P9,D,9,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130579,E9,P9,E,9,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131422,F9,P9,F,9,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131237,G9,P9,G,9,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131206,H9,P9,H,9,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131188,A10,P9,A,10,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131211,B10,P9,B,10,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131261,C10,P9,C,10,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131220,D10,P9,D,10,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131234,E10,P9,E,10,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131113,F10,P9,F,10,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131219,G10,P9,G,10,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131177,H10,P9,H,10,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131322,A11,P9,A,11,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131263,B11,P9,B,11,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130688,C11,P9,C,11,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130975,D11,P9,D,11,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131249,E11,P9,E,11,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130610,F11,P9,F,11,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131335,G11,P9,G,11,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131388,H11,P9,H,11,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9130594,A12,P9,A,12,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9131375,B12,P9,B,12,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130904,C12,P9,C,12,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131374,D12,P9,D,12,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131345,E12,P9,E,12,LCO,CFMRb,4 - Spondylurus,y,9/13/2023,,,LCO/Rb,,
CASENT9131257,F12,P9,F,12,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
,G12,P9,G,12,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
,H12,P9,H,12,LCO,CFMRb,4 - Spondylurus,n,9/13/2023,,,LCO/Rb,,
CASENT9130526,A1,P9,A,1,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130615,B1,P9,B,1,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130601,C1,P9,C,1,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130522,D1,P9,D,1,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9130714,E1,P9,E,1,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9131405,F1,P9,F,1,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130725,G1,P9,G,1,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130782,H1,P9,H,1,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9131440,A2,P9,A,2,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130930,B2,P9,B,2,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130814,C2,P9,C,2,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9131349,D2,P9,D,2,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9130541,E2,P9,E,2,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9130896,F2,P9,F,2,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9130704,G2,P9,G,2,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9130555,H2,P9,H,2,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130744,A3,P9,A,3,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130305,B3,P9,B,3,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9131002,C3,P9,C,3,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130900,D3,P9,D,3,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9130563,E3,P9,E,3,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130913,F3,P9,F,3,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130925,G3,P9,G,3,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9131151,H3,P9,H,3,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9131426,A4,P9,A,4,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9131430,B4,P9,B,4,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130864,C4,P9,C,4,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9130812,D4,P9,D,4,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9130916,E4,P9,E,4,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9131048,F4,P9,F,4,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130280,G4,P9,G,4,fwhF2,fwhR2,4 - Spondylurus,y,9/13/2023,,,fwh,,
CASENT9130025,H4,P9,H,4,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130717,A5,P9,A,5,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
CASENT9130723,B5,P9,B,5,fwhF2,fwhR2,4 - Spondylurus,n,9/13/2023,,,fwh,,
